time,open,high,low,close,Volume
1770079500,25958,25959.5,25943.5,25953,977
1770080400,25954,25981.25,25952,25977.75,1415
1770081300,25977.5,25990.75,25969.75,25973.75,1419
1770082200,25972.25,25977,25955.5,25974,1259
1770083100,25973.75,25975.5,25948,25960.25,1011
1770084000,25959,25960,25920.25,25924.5,1531
1770084900,25924.75,25952,25922,25926.75,1156
1770085800,25924.75,25930.25,25900.75,25911.5,1497
1770086700,25910.5,25935.25,25900.5,25928.75,1239
1770087600,25926.5,25948.25,25921,25922.5,1032
1770088500,25923.75,25944.25,25913,25939.25,899
1770089400,25937.75,25961.25,25928,25960.25,907
1770090300,25960,25964.75,25946.25,25956.5,766
1770091200,25955.75,25976.25,25955.5,25963,685
1770092100,25963.5,25965,25953,25960.75,438
1770093000,25962,25983.25,25962,25979.5,710
1770093900,25980,25988,25975,25980.5,642
1770094800,25980.5,25986.25,25952,25959,804
1770095700,25960,25978.75,25957,25968.75,636
1770096600,25970,25981.75,25965.5,25978.75,535
1770097500,25979.25,25996.75,25977.25,25986.25,744
1770098400,25987.75,25996.5,25973.5,25995.75,991
1770099300,25995.5,26001.75,25986,25986,887
1770100200,25985.75,26007.25,25982.5,26002.75,1314
1770101100,26003.75,26004,25988.75,25992.25,737
1770102000,25991.25,26003.25,25985.5,25995.5,956
1770102900,25996.5,25999.25,25974.25,25987.75,962
1770103800,25988,26012.25,25983.5,26011.5,988
1770104700,26010.5,26027.75,26007.5,26012.5,1540
1770105600,26012,26023.25,25990.5,26020.75,2492
1770106500,26019.75,26024,26002.75,26002.75,1083
1770107400,26002.5,26004.5,25980.5,25990.25,1313
1770108300,25989,25996.25,25970.25,25977.75,1155
1770109200,25977,26009.75,25975,25977.5,1622
1770110100,25978.25,25987.25,25958.25,25963.5,1586
1770111000,25965,25979,25958.25,25968.5,987
1770111900,25969,25978.5,25959.25,25969.25,732
1770112800,25970.5,25990,25967,25977,806
1770113700,25979,25986.25,25967,25971.75,571
1770114600,25971,25971,25944.75,25951.5,1248
1770115500,25951.25,25964,25947,25955.75,730
1770116400,25955.75,25965.25,25940.25,25955.5,1164
1770117300,25954,25964,25942.25,25946.5,751
1770118200,25946.5,25956.5,25935,25951.5,1171
1770119100,25954,25963.75,25942.5,25945.5,1195
1770120000,25945.25,25968.5,25923.5,25967.75,2041
1770120900,25968.75,25988.5,25959.5,25986.25,1816
1770121800,25986.25,25995.25,25982.25,25984.5,1491
1770122700,25985.5,25996.25,25978,25981.75,1338
1770123600,25983,26003.5,25976.75,25989,1919
1770124500,25989.5,25998.75,25975.75,25991.5,1679
1770125400,25991.5,25999.5,25972.25,25975.5,2046
1770126300,25974.75,25982.75,25961.5,25967.25,2196
1770127200,25967,25976.75,25953.5,25956,2399
1770128100,25956.5,25957,25927.5,25934,5301
1770129000,25934.75,25952.25,25723,25752.75,51760
1770129900,25752.5,25811.75,25623.25,25633,39776
1770130800,25632.75,25646.75,25530,25554,47085
1770131700,25553.5,25605,25470.25,25546,37671
